Category,City,Country,Customer ID,Customer Name,Discount,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum,day_for_shipping,shipping_date_count,order_date_count,planning_day_for_shipping,planning_day_for_shippin_,late_risk,on_time,shipping_benefit
Office Supplies,New York City,United States,SC-202604,Scott Cohen,0.0,US,2014-06-27,CA-2014-107132,High,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,8.236,5,East,28,Corporate,2014-07-01,Standard Class,3.56,New York,Supplies,2014,North America,26,4,55,69,4,4,0,1,-3.56
Office Supplies,New York City,United States,MM-180554,Michelle Moray,0.0,US,2014-07-16,CA-2014-164378,Medium,OFF-LA-10000634,Avery 509,3.6018,3,East,8,Consumer,2014-07-19,Second Class,1.06,New York,Labels,2014,North America,29,3,42,53,2,2,1,0,-1.06
Office Supplies,New York City,United States,CS-118604,Cari Schnelling,0.0,US,2014-07-22,US-2014-123204,Medium,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",4.5448,4,East,17,Consumer,2014-07-28,Standard Class,0.71,New York,Appliances,2014,North America,30,6,39,56,4,4,1,0,-0.71
Office Supplies,New York City,United States,SH-203954,Shahid Hopkins,0.0,US,2014-08-07,CA-2014-168172,High,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",21.036,4,East,70,Consumer,2014-08-11,Standard Class,6.78,New York,Supplies,2014,North America,32,4,44,74,4,4,0,1,-6.78
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,US,2014-09-03,CA-2014-157987,High,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,3.7642,1,East,13,Corporate,2014-09-07,Standard Class,1.39,New York,Appliances,2014,North America,36,4,115,126,4,4,0,1,-1.39
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,US,2014-09-03,CA-2014-157987,High,OFF-LA-10001641,Avery 518,9.072,6,East,19,Corporate,2014-09-07,Standard Class,1.56,New York,Labels,2014,North America,36,4,115,126,4,4,0,1,-1.56
Office Supplies,New York City,United States,SV-203654,Seth Vernon,0.0,US,2014-09-21,CA-2014-100111,Medium,OFF-FA-10000304,Advantus Push Pins,1.7876,2,East,4,Consumer,2014-09-27,Standard Class,0.26,New York,Fasteners,2014,North America,39,6,86,17,4,4,1,0,-0.26
Office Supplies,New York City,United States,KW-164354,Katrina Willman,0.0,US,2014-09-26,CA-2014-144904,Medium,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",9.936,2,East,21,Consumer,2014-10-02,Standard Class,0.74,New York,Labels,2014,North America,39,6,86,100,4,4,1,0,-0.74
Office Supplies,New York City,United States,CR-127304,Craig Reiter,0.0,US,2014-10-14,CA-2014-116519,High,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,253.372,5,East,905,Consumer,2014-10-16,First Class,137.82,New York,Appliances,2014,North America,42,2,37,60,1,1,1,0,-137.82
Office Supplies,New York City,United States,RB-194654,Rick Bensley,0.0,US,2014-10-21,CA-2014-104822,Critical,OFF-LA-10002034,Avery 478,12.0295,5,East,25,Home Office,2014-10-21,Same Day,11.35,New York,Labels,2014,North America,43,0,72,72,0,0,0,1,-11.35
Office Supplies,New York City,United States,TA-213854,Tom Ashbrook,0.0,US,2014-10-23,CA-2014-127180,High,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,28.755,5,East,64,Home Office,2014-10-25,First Class,8.52,New York,Envelopes,2014,North America,43,2,68,54,1,1,1,0,-8.52
Office Supplies,New York City,United States,LO-171704,Lori Olson,0.0,US,2014-10-29,CA-2014-118367,Medium,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,2,East,48,Corporate,2014-11-03,Second Class,3.14,New York,Envelopes,2014,North America,44,5,55,73,2,2,1,0,-3.14
Office Supplies,New York City,United States,JD-161504,Justin Deggeller,0.0,US,2014-11-20,CA-2014-168858,High,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,626.185,7,East,2505,Corporate,2014-11-24,Standard Class,235.83,New York,Appliances,2014,North America,47,4,76,118,4,4,0,1,-235.83
Office Supplies,New York City,United States,JD-161504,Justin Deggeller,0.0,US,2014-11-20,CA-2014-168858,High,OFF-EN-10001415,Staples,8.37,3,East,17,Corporate,2014-11-24,Standard Class,2.25,New York,Envelopes,2014,North America,47,4,76,118,4,4,0,1,-2.25
Office Supplies,New York City,United States,KA-165254,Kelly Andreada,0.0,US,2014-11-25,CA-2014-168641,Low,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,78.9412,2,East,168,Consumer,2014-12-02,Standard Class,13.81,New York,Envelopes,2014,North America,48,7,77,103,4,4,1,0,-13.81
Office Supplies,New York City,United States,FG-142604,Frank Gastineau,0.0,US,2014-11-27,CA-2014-155607,Medium,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,14.6825,7,East,59,Home Office,2014-12-01,Standard Class,2.3,New York,Appliances,2014,North America,48,4,71,96,4,4,0,1,-2.3
Office Supplies,New York City,United States,DG-133004,Deirdre Greer,0.0,US,2014-11-29,CA-2014-123372,Medium,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",35.982,2,East,80,Corporate,2014-12-03,Standard Class,6.75,New York,Envelopes,2014,North America,48,4,80,42,4,4,0,1,-6.75
Office Supplies,New York City,United States,CS-124604,Chuck Sachs,0.0,US,2014-12-04,CA-2014-148691,Medium,OFF-LA-10001317,Avery 520,1.512,1,East,3,Consumer,2014-12-10,Standard Class,0.18,New York,Labels,2014,North America,49,6,63,96,4,4,1,0,-0.18
Office Supplies,New York City,United States,BF-110804,Bart Folk,0.0,US,2014-12-06,CA-2014-117128,High,OFF-LA-10000248,Avery 52,5.2029,3,East,11,Consumer,2014-12-09,Second Class,1.38,New York,Labels,2014,North America,49,3,63,40,2,2,1,0,-1.38
Office Supplies,New York City,United States,CS-119504,Carlos Soltero,0.0,US,2014-12-06,US-2014-126053,Medium,OFF-LA-10003766,Self-Adhesive Removable Labels,4.536,3,East,9,Consumer,2014-12-09,First Class,1.77,New York,Labels,2014,North America,49,3,63,40,1,1,1,0,-1.77
Office Supplies,New York City,United States,SM-209504,Suzanne McNair,0.0,US,2014-12-06,CA-2014-105235,Medium,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,68.823,5,East,255,Corporate,2014-12-12,Standard Class,20.52,New York,Appliances,2014,North America,49,6,55,40,4,4,1,0,-20.52
Office Supplies,New York City,United States,DJ-136304,Doug Jacobs,0.0,US,2014-12-19,CA-2014-115602,Medium,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,511.368,13,East,1705,Consumer,2014-12-25,Standard Class,163.94,New York,Appliances,2014,North America,51,6,49,101,4,4,1,0,-163.94
Office Supplies,New York City,United States,RF-198404,Roy Französisch,0.0,US,2014-12-25,CA-2014-117933,High,OFF-AP-10004249,Staples,9.6957,3,East,36,Consumer,2014-12-30,Standard Class,4.2,New York,Appliances,2014,North America,52,5,84,79,4,4,1,0,-4.2
Office Supplies,New York City,United States,JF-154154,Jennifer Ferguson,0.0,US,2014-12-29,CA-2014-164826,Low,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,6.4216,4,East,14,Consumer,2015-01-05,Standard Class,1.11,New York,Fasteners,2014,North America,53,7,24,116,4,4,1,0,-1.11
Office Supplies,New York City,United States,JF-154154,Jennifer Ferguson,0.0,US,2014-12-29,CA-2014-164826,Low,OFF-LA-10001297,Avery 473,34.776,7,East,72,Consumer,2015-01-05,Standard Class,7.8,New York,Labels,2014,North America,53,7,24,116,4,4,1,0,-7.8
Office Supplies,New York City,United States,MC-178454,Michael Chen,0.0,US,2014-12-30,US-2014-102638,High,OFF-FA-10002988,Ideal Clamps,2.9547,3,East,6,Consumer,2015-01-01,First Class,0.43,New York,Fasteners,2014,North America,53,2,63,79,1,1,1,0,-0.43
Office Supplies,New York City,United States,SG-208904,Susan Gilcrest,0.0,US,2011-03-30,US-2011-105151,Critical,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",2.94,5,East,11,Corporate,2011-03-31,First Class,1.03,New York,Art,2011,North America,14,1,16,32,1,1,0,1,-1.03
Office Supplies,New York City,United States,CS-118604,Cari Schnelling,0.0,US,2011-06-30,US-2011-121566,Medium,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.904,3,East,7,Consumer,2011-07-06,Standard Class,0.2,New York,Art,2011,North America,27,6,13,35,4,4,1,0,-0.2
Office Supplies,New York City,United States,BF-109754,Barbara Fisher,0.0,US,2011-07-14,CA-2011-109904,Medium,OFF-AR-10004999,Newell 315,4.485,3,East,18,Corporate,2011-07-17,Second Class,1.81,New York,Art,2011,North America,29,3,9,17,2,2,1,0,-1.81
Office Supplies,New York City,United States,EM-140654,Erin Mull,0.0,US,2011-07-22,CA-2011-127691,High,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1.6688,2,East,6,Consumer,2011-07-27,Standard Class,0.71,New York,Art,2011,North America,30,5,23,15,4,4,1,0,-0.71
Office Supplies,New York City,United States,SP-206504,Stephanie Phelps,0.0,US,2011-08-05,CA-2011-110065,Medium,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",7.0224,7,East,16,Corporate,2011-08-11,Standard Class,1.66,New York,Art,2011,North America,32,6,18,37,4,4,1,0,-1.66
Office Supplies,New York City,United States,KD-163454,Katherine Ducich,0.0,US,2011-09-02,US-2011-138828,Critical,OFF-AR-10000658,Newell 324,16.17,5,East,58,Consumer,2011-09-03,First Class,16.87,New York,Art,2011,North America,36,1,38,60,1,1,0,1,-16.87
Office Supplies,New York City,United States,CL-125654,Clay Ludtke,0.0,US,2011-09-02,CA-2011-127936,High,OFF-AR-10002445,SANFORD Major Accent Highlighters,8.0712,3,East,21,Consumer,2011-09-04,First Class,3.6,New York,Art,2011,North America,36,2,29,60,1,1,1,0,-3.6
Office Supplies,New York City,United States,PP-189554,Paul Prost,0.0,US,2011-09-08,CA-2011-146815,Medium,OFF-AR-10003469,Nontoxic Chalk,1.6896,2,East,4,Home Office,2011-09-13,Standard Class,0.4,New York,Art,2011,North America,37,5,67,76,4,4,1,0,-0.4
Office Supplies,New York City,United States,DC-128504,Dan Campbell,0.0,US,2011-09-13,CA-2011-145212,Medium,OFF-AR-10002833,Newell 322,1.4742,3,East,5,Consumer,2011-09-19,Standard Class,0.54,New York,Art,2011,North America,38,6,47,49,4,4,1,0,-0.54
Office Supplies,New York City,United States,SL-201554,Sara Luxemburg,0.0,US,2011-09-21,CA-2011-124513,Medium,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,17.1678,3,East,66,Home Office,2011-09-25,Standard Class,2.95,New York,Art,2011,North America,39,4,37,49,4,4,0,1,-2.95
Office Supplies,New York City,United States,AS-100904,Adam Shillingsburg,0.0,US,2011-09-22,CA-2011-156160,Medium,OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",5.7376,4,East,13,Consumer,2011-09-29,Standard Class,1.16,New York,Art,2011,North America,39,7,21,30,4,4,1,0,-1.16
Office Supplies,New York City,United States,BG-116954,Brooke Gillingham,0.0,US,2012-01-05,CA-2012-108588,Medium,OFF-AR-10001615,Newell 34,15.4752,3,East,60,Corporate,2012-01-10,Standard Class,3.85,New York,Art,2012,North America,1,5,29,34,4,4,1,0,-3.85
Office Supplies,New York City,United States,JK-156404,Jim Kriz,0.0,US,2012-03-16,US-2012-150231,High,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,6.3072,3,East,18,Home Office,2012-03-20,Second Class,3.53,New York,Art,2012,North America,11,4,36,34,2,2,1,0,-3.53
Office Supplies,New York City,United States,NF-185954,Nicole Fjeld,0.0,US,2012-04-04,CA-2012-110667,Medium,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,4.3524,2,East,11,Home Office,2012-04-08,Standard Class,0.2,New York,Art,2012,North America,14,4,15,22,4,4,0,1,-0.2
Office Supplies,New York City,United States,JM-155354,Jessica Myrick,0.0,US,2012-04-17,CA-2012-148712,Medium,OFF-AR-10000614,Barrel Sharpener,2.7846,3,East,11,Consumer,2012-04-23,Standard Class,0.44,New York,Art,2012,North America,16,6,17,21,4,4,1,0,-0.44
Office Supplies,New York City,United States,DB-132704,Deborah Brumfield,0.0,US,2012-04-24,CA-2012-118227,High,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",7.5371,1,East,26,Home Office,2012-04-28,Standard Class,4.02,New York,Art,2012,North America,17,4,22,27,4,4,0,1,-4.02
Office Supplies,New York City,United States,AD-101804,Alan Dominguez,0.0,US,2012-07-04,CA-2012-124268,Medium,OFF-AR-10004817,Colorific Watercolor Pencils,4.4892,3,East,15,Home Office,2012-07-08,Standard Class,0.68,New York,Art,2012,North America,27,4,22,27,4,4,0,1,-0.68
Office Supplies,New York City,United States,KC-162554,Karen Carlisle,0.0,US,2012-07-18,CA-2012-159590,Medium,OFF-AR-10003190,Newell 32,1.6128,2,East,6,Corporate,2012-07-21,First Class,0.97,New York,Art,2012,North America,29,3,16,27,1,1,1,0,-0.97
Office Supplies,New York City,United States,PO-191804,Philisse Overcash,0.0,US,2012-08-11,US-2012-156797,Medium,OFF-AR-10001427,Newell 330,3.1096,2,East,12,Home Office,2012-08-15,Standard Class,0.25,New York,Art,2012,North America,32,4,26,15,4,4,0,1,-0.25
Office Supplies,New York City,United States,RB-197054,Roger Barcio,0.0,US,2012-08-22,CA-2012-129854,High,OFF-AR-10000390,Newell Chalk Holder,7.5992,4,East,17,Home Office,2012-08-26,Standard Class,1.97,New York,Art,2012,North America,34,4,41,28,4,4,0,1,-1.97
Office Supplies,New York City,United States,BO-114254,Bobby Odegard,0.0,US,2012-09-10,CA-2012-136658,Medium,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,2.0672,2,East,6,Consumer,2012-09-17,Standard Class,0.22,New York,Art,2012,North America,37,7,61,59,4,4,1,0,-0.22
Office Supplies,New York City,United States,MP-174704,Mark Packer,0.0,US,2012-10-12,CA-2012-102281,Critical,OFF-AR-10003514,4009 Highlighters by Sanford,6.567,5,East,20,Home Office,2012-10-14,First Class,8.56,New York,Art,2012,North America,41,2,31,42,1,1,1,0,-8.56
Office Supplies,New York City,United States,MH-177854,Maya Herman,0.0,US,2012-11-15,CA-2012-138954,Critical,OFF-AR-10001955,Newell 319,35.712,6,East,119,Corporate,2012-11-17,First Class,25.13,New York,Art,2012,North America,46,2,77,79,1,1,1,0,-25.13
Office Supplies,New York City,United States,BM-116504,Brian Moss,0.0,US,2012-11-20,CA-2012-100454,Medium,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,16.3215,3,East,60,Corporate,2012-11-25,Standard Class,8.74,New York,Art,2012,North America,47,5,47,82,4,4,1,0,-8.74
Office Supplies,New York City,United States,BM-116504,Brian Moss,0.0,US,2012-11-20,CA-2012-100454,Medium,OFF-AR-10002578,Newell 335,3.3408,4,East,12,Corporate,2012-11-25,Standard Class,0.69,New York,Art,2012,North America,47,5,47,82,4,4,1,0,-0.69
Office Supplies,New York City,United States,JE-154754,Jeremy Ellison,0.0,US,2012-11-27,CA-2012-163762,Medium,OFF-AR-10001915,Peel-Off China Markers,12.5118,3,East,30,Consumer,2012-12-01,Standard Class,2.89,New York,Art,2012,North America,48,4,36,58,4,4,0,1,-2.89
Office Supplies,New York City,United States,JK-156404,Jim Kriz,0.0,US,2012-12-15,CA-2012-137225,Medium,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",1.4104,1,East,3,Home Office,2012-12-19,Standard Class,0.33,New York,Art,2012,North America,50,4,33,33,4,4,0,1,-0.33
Office Supplies,New York City,United States,DK-128354,Damala Kotsonis,0.0,US,2013-03-26,CA-2013-120082,High,OFF-AR-10001955,Newell 319,17.856,3,East,60,Corporate,2013-03-28,Second Class,8.88,New York,Art,2013,North America,13,2,21,26,2,2,0,1,-8.88
Office Supplies,New York City,United States,DW-135404,Don Weiss,0.0,US,2013-04-02,CA-2013-149902,High,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,22.8904,4,East,88,Consumer,2013-04-07,Standard Class,9.53,New York,Art,2013,North America,14,5,33,44,4,4,1,0,-9.53
Office Supplies,New York City,United States,SF-202004,Sarah Foster,0.0,US,2013-04-08,CA-2013-132899,Medium,OFF-AR-10002833,Newell 322,0.9828,2,East,4,Consumer,2013-04-12,Standard Class,0.13,New York,Art,2013,North America,15,4,25,33,4,4,0,1,-0.13
Office Supplies,New York City,United States,JL-155054,Jeremy Lonsdale,0.0,US,2013-04-09,CA-2013-138520,Medium,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",6.9864,4,East,17,Consumer,2013-04-14,Standard Class,1.04,New York,Art,2013,North America,15,5,39,42,4,4,1,0,-1.04
Office Supplies,New York City,United States,CS-124904,Cindy Schnelling,0.0,US,2013-04-19,CA-2013-144785,Medium,OFF-AR-10001573,American Pencil,2.0271,3,East,7,Corporate,2013-04-24,Standard Class,0.15,New York,Art,2013,North America,16,5,25,36,4,4,1,0,-0.15
Office Supplies,New York City,United States,KM-167204,Kunst Miller,0.0,US,2013-04-20,CA-2013-109666,Medium,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,1.476,2,East,3,Consumer,2013-04-27,Standard Class,0.18,New York,Art,2013,North America,16,7,51,33,4,4,1,0,-0.18
Office Supplies,New York City,United States,KM-167204,Kunst Miller,0.0,US,2013-04-20,CA-2013-109666,Medium,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,17.99,2,East,72,Consumer,2013-04-27,Standard Class,7.53,New York,Art,2013,North America,16,7,51,33,4,4,1,0,-7.53
Office Supplies,New York City,United States,PS-189704,Paul Stevenson,0.0,US,2013-05-10,CA-2013-161158,Medium,OFF-AR-10000462,Sanford Pocket Accent Highlighters,3.44,5,East,8,Home Office,2013-05-14,Standard Class,0.64,New York,Art,2013,North America,19,4,30,38,4,4,0,1,-0.64
Office Supplies,New York City,United States,JG-158054,John Grady,0.0,US,2013-06-27,CA-2013-100790,Medium,OFF-AR-10003045,Prang Colored Pencils,6.615,5,East,15,Corporate,2013-07-03,Standard Class,1.04,New York,Art,2013,North America,26,6,41,73,4,4,1,0,-1.04
Office Supplies,New York City,United States,SW-207554,Steven Ward,0.0,US,2013-07-15,CA-2013-137050,Medium,OFF-AR-10004999,Newell 315,10.465,7,East,42,Corporate,2013-07-19,Second Class,3.34,New York,Art,2013,North America,29,4,38,40,2,2,1,0,-3.34
Office Supplies,New York City,United States,LM-170654,Liz MacKendrick,0.0,US,2013-08-07,CA-2013-105263,High,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",15.7194,9,East,38,Consumer,2013-08-12,Standard Class,4.33,New York,Art,2013,North America,32,5,45,64,4,4,1,0,-4.33
Office Supplies,New York City,United States,JP-154604,Jennifer Patt,0.0,US,2013-08-24,CA-2013-158001,Medium,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",8.733,5,East,21,Corporate,2013-08-28,Standard Class,2.21,New York,Art,2013,North America,34,4,58,57,4,4,0,1,-2.21
Office Supplies,New York City,United States,JP-154604,Jennifer Patt,0.0,US,2013-08-24,CA-2013-158001,Medium,OFF-AR-10001954,Newell 331,7.9218,6,East,29,Corporate,2013-08-28,Standard Class,2.93,New York,Art,2013,North America,34,4,58,57,4,4,0,1,-2.93
Office Supplies,New York City,United States,KD-162704,Karen Daniels,0.0,US,2013-09-03,CA-2013-130407,Medium,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,19.6248,2,East,75,Consumer,2013-09-07,Standard Class,6.68,New York,Art,2013,North America,36,4,61,83,4,4,0,1,-6.68
Office Supplies,New York City,United States,BW-111104,Bart Watters,0.0,US,2013-10-14,CA-2013-101161,Low,OFF-AR-10001860,BIC Liqua Brite Liner,12.492,5,East,35,Corporate,2013-10-21,Standard Class,6.12,New York,Art,2013,North America,42,7,46,55,4,4,1,0,-6.12
Office Supplies,New York City,United States,DL-133304,Denise Leinenbach,0.0,US,2013-10-29,CA-2013-125815,High,OFF-AR-10004441,BIC Brite Liner Highlighters,5.2164,3,East,12,Consumer,2013-11-02,Second Class,1.66,New York,Art,2013,North America,44,4,44,64,2,2,1,0,-1.66
Office Supplies,New York City,United States,EH-137654,Edward Hooks,0.0,US,2013-10-31,CA-2013-153836,Medium,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,32.186,5,East,115,Corporate,2013-11-04,Standard Class,6.83,New York,Art,2013,North America,44,4,37,50,4,4,0,1,-6.83
Office Supplies,New York City,United States,EB-137504,Edward Becker,0.0,US,2013-11-12,CA-2013-145548,Medium,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",25.0938,3,East,93,Corporate,2013-11-17,Standard Class,9.97,New York,Art,2013,North America,46,5,55,55,4,4,1,0,-9.97
Office Supplies,New York City,United States,CK-127604,Cyma Kinney,0.0,US,2013-11-14,CA-2013-101336,Medium,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",39.41,5,East,141,Corporate,2013-11-19,Standard Class,14.87,New York,Art,2013,North America,46,5,61,44,4,4,1,0,-14.87
Office Supplies,New York City,United States,DP-130004,Darren Powers,0.0,US,2013-11-15,CA-2013-166618,Medium,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,6.149,1,East,24,Consumer,2013-11-19,Standard Class,1.61,New York,Art,2013,North America,46,4,61,82,4,4,0,1,-1.61
Office Supplies,New York City,United States,TB-213554,Todd Boyes,0.0,US,2013-11-23,CA-2013-154711,Medium,OFF-AR-10001860,BIC Liqua Brite Liner,7.4952,3,East,21,Corporate,2013-11-27,Standard Class,2.28,New York,Art,2013,North America,47,4,59,36,4,4,0,1,-2.28
Office Supplies,New York City,United States,NS-186404,Noel Staavos,0.0,US,2013-12-13,CA-2013-169824,Medium,OFF-AR-10000462,Sanford Pocket Accent Highlighters,4.816,7,East,11,Corporate,2013-12-18,Standard Class,0.71,New York,Art,2013,North America,50,5,73,45,4,4,1,0,-0.71
Office Supplies,New York City,United States,MH-174404,Mark Haberlin,0.0,US,2013-12-20,CA-2013-141523,Medium,OFF-AR-10001545,Newell 326,1.0208,2,East,4,Corporate,2013-12-25,Second Class,0.09,New York,Art,2013,North America,51,5,61,88,2,2,1,0,-0.09
Office Supplies,New York City,United States,DB-134054,Denny Blanton,0.0,US,2014-03-18,CA-2014-140949,Medium,OFF-AR-10001683,Lumber Crayons,22.458,6,East,59,Consumer,2014-03-23,Second Class,3.28,New York,Art,2014,North America,12,5,55,62,2,2,1,0,-3.28
Office Supplies,New York City,United States,JL-158354,John Lee,0.0,US,2014-03-26,CA-2014-105193,Low,OFF-AR-10001547,Newell 311,2.9835,5,East,11,Consumer,2014-04-01,Standard Class,1.2,New York,Art,2014,North America,13,6,57,37,4,4,1,0,-1.2
Office Supplies,New York City,United States,TA-213854,Tom Ashbrook,0.0,US,2014-04-05,CA-2014-140536,Medium,OFF-AR-10001545,Newell 326,2.0416,4,East,7,Home Office,2014-04-06,First Class,1.73,New York,Art,2014,North America,14,1,21,18,1,1,0,1,-1.73
Office Supplies,New York City,United States,BS-118004,Bryan Spruell,0.0,US,2014-04-10,CA-2014-135279,High,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,9.7119,3,East,36,Home Office,2014-04-12,First Class,8.05,New York,Art,2014,North America,15,2,38,44,1,1,1,0,-8.05
Office Supplies,New York City,United States,ZC-219104,Zuschuss Carroll,0.0,US,2014-05-12,CA-2014-115322,Medium,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,12.7368,3,East,44,Consumer,2014-05-17,Second Class,2.78,New York,Art,2014,North America,20,5,38,50,2,2,1,0,-2.78
Office Supplies,New York City,United States,LC-169304,Linda Cazamias,0.0,US,2014-06-11,CA-2014-167080,High,OFF-AR-10001868,Prang Dustless Chalk Sticks,4.2,5,East,8,Corporate,2014-06-15,Standard Class,1.16,New York,Art,2014,North America,24,4,66,94,4,4,0,1,-1.16
Office Supplies,New York City,United States,SB-201704,Sarah Bern,0.0,US,2014-06-13,CA-2014-108441,Medium,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,16.6764,3,East,64,Consumer,2014-06-19,Standard Class,2.97,New York,Art,2014,North America,24,6,51,66,4,4,1,0,-2.97
Office Supplies,New York City,United States,MM-180554,Michelle Moray,0.0,US,2014-07-16,CA-2014-164378,Medium,OFF-AR-10001177,Newell 349,1.9024,2,East,7,Consumer,2014-07-19,Second Class,0.38,New York,Art,2014,North America,29,3,42,53,2,2,1,0,-0.38
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,US,2014-09-03,CA-2014-157987,High,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,2.214,3,East,5,Corporate,2014-09-07,Standard Class,0.78,New York,Art,2014,North America,36,4,115,126,4,4,0,1,-0.78
Office Supplies,New York City,United States,AC-106154,Ann Chong,0.0,US,2014-09-03,CA-2014-157987,High,OFF-AR-10000658,Newell 324,6.468,2,East,23,Corporate,2014-09-07,Standard Class,4.09,New York,Art,2014,North America,36,4,115,126,4,4,0,1,-4.09
Office Supplies,New York City,United States,KB-164054,Katrina Bavinger,0.0,US,2014-09-04,CA-2014-161067,High,OFF-AR-10003251,Prang Drawing Pencil Set,2.224,2,East,6,Home Office,2014-09-07,Second Class,0.91,New York,Art,2014,North America,36,3,115,77,2,2,1,0,-0.91
Office Supplies,New York City,United States,RB-197054,Roger Barcio,0.0,US,2014-09-15,CA-2014-152975,High,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,East,30,Home Office,2014-09-17,First Class,3.53,New York,Art,2014,North America,38,2,39,75,1,1,1,0,-3.53
Office Supplies,New York City,United States,KW-164354,Katrina Willman,0.0,US,2014-09-26,CA-2014-144904,Medium,OFF-AR-10003732,Newell 333,1.4456,2,East,6,Consumer,2014-10-02,Standard Class,0.42,New York,Art,2014,North America,39,6,86,100,4,4,1,0,-0.42
Office Supplies,New York City,United States,CC-124304,Chuck Clark,0.0,US,2014-10-04,CA-2014-143035,Medium,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",3.1161,3,East,7,Home Office,2014-10-06,Second Class,0.45,New York,Art,2014,North America,40,2,76,30,2,2,0,1,-0.45
Office Supplies,New York City,United States,SR-204254,Sharelle Roach,0.0,US,2014-11-09,CA-2014-143658,Medium,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,32.97,5,East,110,Home Office,2014-11-14,Second Class,10.2,New York,Art,2014,North America,46,5,67,7,2,2,1,0,-10.2
Office Supplies,New York City,United States,CD-119204,Carlos Daly,0.0,US,2014-11-21,CA-2014-111556,Critical,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,19.3116,3,East,69,Consumer,2014-11-23,First Class,21.57,New York,Art,2014,North America,47,2,88,97,1,1,1,0,-21.57
Office Supplies,New York City,United States,KA-165254,Kelly Andreada,0.0,US,2014-11-25,CA-2014-168641,Low,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",7.371,9,East,16,Consumer,2014-12-02,Standard Class,2.44,New York,Art,2014,North America,48,7,77,103,4,4,1,0,-2.44
